ROE;TITULO_ORIGINAL;DIRETOR
E1700398000000;JAPAN FROM ABOVE;ROLAND THERON
E1700270900000;UNDERWORLD: RISE OF THE LYCANS;PATRICK TATOPOULOS
E1700298900000;QUEEN OF THE SOUTH;EDUARDO S�NCHEZ
E1700377300000;FAMILIA RODANTE;PABLO TRAPERO
E1700395100000;MC GUIM� - NO AUGE;KONDZILLA
E1700433400000;CLASS A - N�S DOIS;PEDRO GOMES
E1700274100000;24:LEGACY;BRONWEN HUGHES
E1700274100000;24:LEGACY;STEPHEN HOPKINS
E1700408500000;LUCIFER;LEN WISEMAN
E1700287000000;JA RULE - MESMERIZE;J� RULE
E1700287300000;JAMES BLUNT - BARTENDER;JAMES BLUNT
E1700304900000;LUIS CARLINHOS FEAT. ALEXANDRE CARLO - REAL SITUATION;NATH�LIA RAMOS
E1700357800000;THE RAINMAKER;FRANCIS FORD COPPOLA
E1700417500000;ARMED RESPONSE;JOHN STOCKWELL
E1700418900000;DON'T HANG UP;ALEXIS WAJSBROT
E1700299900000;FELIPE ARA�JO PART. JORGE & MATEUS - CHAVE C�PIA;RAFAEL TERRA
E1700311700000;I DO, THEY DON'T;STEVEN ROBMAN
E1700462100000;FRONT AND CENTER PRESENTS: JOE SATRIANI;FRANCOIS LAMOUREUX
E1700461800000;FRONT AND CENTER PRESENTS: STEVE VAI;FRANCOIS LAMOUREUX
E1700462300000;FRONT AND CENTER PRESENTS: COUNTING CROWS;FRANCOIS LAMOUREUX
E1700259800000;JAZZ;KEN BURNS
E1700441600000;UFC UNLEASHED;CHRIS KARTZMARK
E1700299700000;MALUMA PART. BRUNINHO & DAVI - EL PERDEDOR;MALUMA
E1700453700000;THE MANY FACES OF ALICE;KEVIN SHULMAN
E1700464300000;TEEN WOLF;ROD DANIEL
E1700468600000;RADIO 1 BIG WEEKEND 2017 - HIGHLIGHTS;LEE EDMENSON
E1700257000000;NOT ANOTHER TEEN MOVIE;JOEL GALLEN
E1700279800000;LE VOYAGE DE FANNY;LOLA DOILLON
E1700312300000;PLANET'S GOT TALENT;DEAN JONES
E1700310900000;METROPOLIS;FRITZ LANG
E1700312600000;A SMILE LIKE YOURS;KEITH SAMPLES
E1700476400000;HIGH TOPS: PLAYS OF THE MONTH;JESSE SZUCH
E1700468800000;YOYO;STEFANIA GALLO
E1700289300000;THE CARBONARO EFFECT SEASON 2;LEO SCHERMAN
E1700484800000;COLO;TERESA VILLAVERDE
E1700493000000;DEUCE BIGALOW: MALE GIGOLO;MIKE MITCHELL
E1700476700000;WORLD OF FREESPORTS;JOHNNY LOWRY
E1700475600000;SHOT! THE PSYCHO-SPIRITUAL MANTRA OF ROCK;BARNABY CLAY
E1700285800000;CORINNE BAILEY RAE - PUT YOUR RECORDS ON;SAM BROWN
E1700495600000;DINNER FOR SCHMUCKS;JAY ROACH
E1700406600000;ARNAUD FAIT SON 2E FILM;ARNAUD VIARD
E1700288500000;MICHAEL BUBL� - HAVEN'T MET YOU YET;RICH LEE
E1700503600000;TADEO JONES 2: EL SECRETO DEL REY MIDAS;DAVID ALONSO
E1700501400000;ROAD TRIP: BEER PONG;STEVE RASH
E1700309800000;CHILDREN OF A LESSER GOD;RANDA HAINES
E1700364900000;MOSTLY GHOSTLY 3: ONE NIGHT IN DOOM HOUSE;RON OLIVER
E1700366900000;SECRETS OF THE CODE;JONATHAN STACK
E1700369900000;MOONRAKER;LEWIS GILBERT
E1700522500000;DILSINHO - PIQUENIQUE;FRANCISCO PEDRAS
E1700522600000;ENGENHEIROS DO HAWAII - O PAPA � POP;ENGENHEIROS HAWAII
E1700515100000;FERGIE - LIFE GOES ON;CHRIS MARRS PILIERO
E1700518200000;MAROON 5 FEAT. SZA - WHAT LOVERS DO;JOSEPH KAHN
E1700518600000;NIALL HORAN - TOO MUCH TO ASK;MALIA JAMES
E1700355400000;COLD CREEK MANOR;MIKE FIGGIS
E1700355500000;CONGO;FRANK MARSHALL
E1700358300000;LEA TO THE RESCUE;NADIA TASS
E1700366800000;SECRETARIAT;RANDALL WALLACE
E1700355900000;�PERDUMENT;PIERRE GODEAU
E1700360700000;LIVE AND LET DIE;GUY HAMILTON
E1700491800000;POK�MON THE MOVIE: I CHOOSE YOU!;KUNIHIKO YUYAMA
E1700377000000;CULT OF CHUCKY;DON MANCINI
E1700512600000;COLD;ANSON FOGEL
E1700512400000;BLACK PANTHER;RYAN COOGLER
E1700527100000;O RAPPA � MARCO ZERO;LIRIO FERREIRA
E1700516100000;SOUND, THE;JENNA MATTISON
E1700522300000;DANIEL - DESANDOU;RENATO FERREIRA
E1700293300000;ANNE MARIE - CIAO, ADIOS;ANNE MARIE
E1700569400000;VIEW FROM THE TOP;BRUNO BARRETO
E1500758300000;THE GREAT WALL;YIMOU ZHANG
E1800012900000;PIGGY TALES 3RD ACT;ERIC GUAGLIONE
E1800062600000;BOONDOCK SAINTS II: ALL SAINTS DAY;TROY DUFFY
E1800070200000;PABLLO VITTAR PART. DIPLO - ENT�O VAI;HICK DUARTE
E1800073100000;HEREDITARY;ARI ASTER
E1800074200000;A QUIET PLACE;JOHN KRASINSKI
E1700594600000;SEINFELD;LARRY DAVID, JERRY SEINFELD
E1700559900000;MICKEY AND THE ROADSTER RACERS VOL3 START YOUR ENGINES;PHIL WEINSTEIN
E1700613300000;KEEP WATCHING;SEAN CARTER
E1800083400000;NINTH GATE, THE;ROMAN POLANSKI
E1800087400000;TOOTH FAIRY 2;ALEX ZAMM
E1800020400000;MAZE RUNNER: THE DEATH CURE;WES BALL
E1800064300000;SEIJI OZAWA AT THE MATSUMOTO FESTIVAL;MARI INAMASU
E1800069700000;BRUNO MARTINI FEAT. ZEEBA - WITH ME;GUSTAVO PAES DE BARROS
E1800042000000;THE SQUID AND THE WHALE;NOAH BAUMBACH
E1800085200000;SLIVER;PHILLIP NOYCE
E1700598800000;DRIB;KRISTOFFER BORGLI
E1800100700000;JAY ROCK, KENDRICK LAMAR, FUTURE & JAMES BLAKE - KING�S DEAD;BEGERT JACK
E1800111400000;DOG DAYS OF WINTER;BRIAN GILMORE
E1700619200000;A THOUSAND WORDS;BRIAN ROBBINS
E1800088400000;JUST LET GO;CHRISTOPHER S. CLARK
E1800083500000;JAZZ POUR TOUS - ELLA FITZGERALD;NICOLAS DOR
E1800162100000;KNIGHT'S TALE, A;BRIAN HELGELAND
E1800095200000;YOU DISAPPEAR;PETER SCH�NAU FOG
E1800099600000;HANG;IRA OPPER
E1800103600000;FRANCINNE - BOM DEMAIS;MORONI
E1700566400000;THE KILLING OF A SACRED DEER;YORGOS LANTHIMOS
E1800019700000;SOFIA OLIVEIRA FEAT. DULCE MARIA - ME BEIJA;PACO ALVAREZ
E1800133400000;ROLLING STONES: STICKY FINGERS - LIVE AT THE FONDA THEATRE;PAUL DUGDALE
E1800134000000;OUR FAMILY WEDDING;RICK FAMUYIWA
E1800103200000;DEEPER SHADE OF BLUE, A;JACK MCCOY
E1800115000000;TRISH PARIS KITCHEN;ANDY ATKINSON
E1700571200000;WHAT'S THE WORST THAT COULD HAPPEN?;SAM WEISMAN
E1700617800000;QUEEN OF EARTH;ALEX ROSS PERRY
E1800013000000;P!NK - BEAUTIFUL TRAUMA;NICK FLORES
E1800023500000;SIMONE & SIMARIA FEAT. ALOK - PAGA DE SOLTEIRO FELIZ;BRUNO DUARTE
E1800016900000;THIRTY SECONDS TO MARS - WALK ON WATER;THIRTY SECONDS TO MARS
E1800121600000;GLOBAL FOOD;STEFANO TEALDI
E1800156900000;MC GUIM� - PARE O MUNDO;TICO FERNANDES
E1800157300000;PANKADON - SEGREDINHO;PHILL MENDON�A
E1800012700000;WALK THE MOON - ONE FOOT;WALK THE MOON
E1800166300000;NELLA THE PRINCESS KNIGHT;CHRISTINE RICCI
E1700624500000;GEORGE HENRIQUE & RODRIGO - DE COPO EM COPO AO VIVO;FERNANDO TREVISAN
E1700617100000;L'�TUDIANTE ET MONSIEUR HENRI;IVAN CALB�RAC
E1800028200000;BRIAN WILSON PLAYS BALOISE SESSIONS 2016;ROLI B�RLOCHER
E1800026000000;NORAH JONES PLAYS BALOISE SESSION 2016;ROLI B�RLOCHER
E1800125600000;DES �TRANGERS A L'�COLE;ALEXIS ZELENSKY
E1800138100000;CASI LEYENDAS;GABRIEL NESCI
E1800140400000;DUCKTALES VOL.1;DANA TERRACE
E1800176300000;CONCERT AT M�NCHNER PHILHARMONIKER (BEETHOVEN);FRAN�OIS-REN� MARTIN
E1800007700000;OCEAN PADDLER 2017;ALEX REINPRECHT
E1800033300000;A WRINKLE IN TIME;AVA DUVERNAY
E1800155800000;JANELLE MON�E - MAKE ME FEEL;ALAN FERGUSON
E1800157100000;MUSE - THOUGHT CONTAGION;LANCE DRAKE
E1800160700000;MALUMA - EL PR�STAMO;JESSY TERRERO
E1800160800000;MATHEUS & KAUAN - R�PLICA;JOANA MAZZUCCHELLI
E1800139400000;TEEN TITANS GO! 3;AARON HORVATH
E1700569500000;THE TRIPLETS AND THE RIDDLE OF DON QUIXOTE;JORDI VALBUENA
E1700569500000;THE TRIPLETS AND THE RIDDLE OF DON QUIXOTE;MARIA GOL
E1700623500000;JACKASS 3.5;JEFF TREMAINE
E1800128600000;RUDOLF NUREYEV - CELESTIAL ATTRACTION;SONIA PARAMO
E1800161100000;MEET THE FOCKERS 2;JAY ROACH
E1700550200000;WHO - WHO ARE YOU?, THE;JEFF STEIN
E1700550400000;WALE FEAT. MAJOR LAZER, WIZKID & DUA LIPA - MY LOVE;WALE
E1700560800000;A DREAM OF CHRISTMAS;GARY YATES
E1700560100000;DECEMBER BRIDE;DAVID WINNING
E1700569800000;BARBIE DREAMTOPIA 2017 - WEBISODES;SAUL BLINKOFF
E1800041300000;THE HARD CORPS;SHELDON LETTICH
E1800160000000;CIARA FEAT. CHAMILLIONAIRE - GET UP;JOSEPH KAHN
E1800179300000;THE BLACK HOLE;GARY NELSON
E1800042100000;CRANK: HIGH VOLTAGE;MARK NEVELDINE (AS NEVELDINE), BRIAN TAYLOR (AS TAYLOR)
E1700595200000;LIVING WATER ( WATER: THE LIVING FORCE  );ANASTASIA POPOVA, ALEXANDER PROKHORENKOV
E1800047700000;KATY PERRY - HEY HEY HEY;DANNY LOCKWOOD
E1800041900000;SECOND IN COMMAND;SIMON FELLOWS
E1800127100000;IL GATTOPARDO;LUCHINO VISCONTI
E1800051600000;WHAT A GIRL WANTS;DENNIE GORDON
E1800103900000;LOST & FOUND;KELLY SHACKLETT
E1800119300000;MASK OF ZORRO, THE;MARTIN CAMPBELL
E1800140800000;THE UP IN SMOKE TOUR;PHILIP G. ATWELL
E1700554600000;PHANTOM THREAD;PAUL THOMAS ANDERSON
E1700576000000;THE TAMING OF THE SHREW;FRANCO ZEFFIRELLI
E1800011600000;HOT FUZZ;EDGAR WRIGHT
E1800160400000;EMINEM - UNTOUCHABLE (LYRIC VIDEO);DENAUN PORTER
E1700591500000;MISSING IN ACTION;JOSEPH ZITO
E1800137300000;DEAD AGAIN IN TOMBSTONE;ROEL REIN�
E1800153400000;MICHAEL BOLTON - LIVE AT THE ROYAL ALBERT HALL;CHRIS COWEY
E1700549700000;GIRLS' NIGHT OUT;PHILIPPE GAGNON
E1800010800000;NEW MUTANTS;JOSH BOONE
E1800040500000;SAILOR BEWARE;HAL WALKER
E1800140100000;JO FROST: ON BRITAIN�S KILLER KIDS;MATT BLYTH
E1800154100000;BFF GIRLS - MEU CRUSH;PHILL MENDON�A
E1800064200000;YO YO MA & MANFRED HONECK IN BADEN-BADEN 2016;TORBEN SCHMIDT JACOBSEN
E1800053200000;MARCIA FELLIPE - BUMBUM DO MAL;M�RCIA FELLIPE
E1800049000000;VALERIOBR - HOME;ALI DEMIREL
E1800108100000;PROJOTA - MULHER FEITA;RAFAEL CARVALHO
E1700544900000;C'EST QUOI CETTE FAMILLE?!;GABRIEL JULIEN-LAFERRI�RE
E1700593700000;THE BRIDGE OF THE RIVER KWAI;DAVID LEAN
E1700626300000;CSI: CRIME SCENE INVESTIGATION #15;FRANK WALDECK
E1800101300000;LILLY ALLEN FEAT. GIGGS - TRIGGER BANG;LILLY ALLEN
E1800107700000;ROUGE - N�O D� PRA RESISTIR;P. SARGENTELLI
E1800099900000;IT TAKES TWO TO TANGO;Z� VAAMOND
E1700557900000;FERNANDA COSTA PART. BRUNO & MARRONE - NO FUNDO DA GARRAFA;FERNANDA COSTA
E1700566100000;TICKING CLOCK;ERNIE BARBARASH
E1800001600000;BOWL-A-RAMA 2017;EVA D�EZ
E1800107200000;SICARIO 2: SOLDADO;STEFANO SOLLIMA
E1800112400000;ARE WE THERE YET?;BRIAN LEVANT
E1700577200000;RAT RACE, THE;ROBERT MULLIGAN
E1800010200000;UNLESS;ALAN GILSENAN
E1800103700000;FUNNYMALS;ANDREAS BOENISCH
E1700542900000;WONDERSTRUCK;TODD HAYNES
E1700627800000;TRULLI TALES - P�LULAS EXTRAS;SYLVIE B�LANGER
E1800024500000;ABRAHAM MATEO FEAT. 50 CENT & AUSTIN MAHONE - H�BLAME BAJITO;MIKE HO
E1800011700000;CHARLIE PUTH - HOW LONG;CHARLIE PUTH
E1800016200000;ED SHEERAN - PERFECT;JASON KOENIG
E1800022000000;IMAGINE DRAGONS - WHATEVER IT TAKES;AARON HYMES
E1800017100000;J�O - RESSACA;GABRIEL DIETRICH
E1800007800000;WHAT SUP 2017;ALEX REINPRECHT
E1800178100000;BLOWING WILD;HUGO FREGONESE
E1800179800000;QUEEN OF THE DESERT;WERNER HERZOG
E1700576100000;THE GOSPEL;ROB HARDY
E1700608800000;VISAGES VILLAGES;AGN�S VARDA, JR
E1700552800000;DOWNLOAD FESTIVAL 2017;JOHN PROBYN
E1800024700000;ANAVIT�RIA PART. DIOGO PI�ARRA - TREVO (TU);FELIPE SIMAS
E1800009700000;YOU MAY NOT KISS THE BRIDE;ROB HEDDEN
E1800138700000;REBOUND;STEVE CARR
E1800038100000;HOTEL TRANSYLVANIA 3: SUMMER VACATION;GENNDY TARTAKOVSKY
E1800012500000;ALESSO FEAT. SIRENA - SWEET ESCAPE;ALESSO
E1800014300000;ALOK & MATHIEU KOSS - BIG JET PLANE;SERGIO TWARDOWSKI
E1800016700000;GABILY - ENTRA NA DAN�A;FILIPE NEVARES
E1800048400000;KILLERS - RUN FOR COVER, THE;KILLERS, THE
E1700544700000;AVICII FEAT. RITA ORA - LONELY TOGETHER;LEVAN TSIKURISHVILI
E1700554100000;LAST FLAG FLYING;RICHARD LINKLATER
E1700562900000;HOME FIRES;BRUCE GOODINSON
E1700592300000;TAMY - ALICE (V�DEO OFICIAL);BRIAN OJEDA
E1800117300000;BACHELOR PARTY;NEAL ISRAEL
E1800117200000;HAMPSTEAD;JOEL HOPKINS
E1800118600000;REMEMBER THE TITANS;BOAZ YAKIN
E1800119400000;1945;FERENC T�R�K
E1800052400000;JACKASS 2;JEFF TREMAINE
E1800137400000;JUVENTUS DI TORINO;LIONEL BOISSEAU
E1800153800000;ALICE CAYMMI PART. PABLLO VITTAR - EU TE AVISEI;JO�O MONTEIRO
E1800155900000;LAGUM PART. ANA GABRIELA - DEIXA;ALEXANDRE STEHLING
E1800157800000;TROPKILLAZ FEAT. ALOE BLACC - MILK & HONEY;KONDZILLA
E1800053300000;PROJOTA - CAN��O PRO TEMPO;DIDIU RIO BRANCO
E1800053300000;PROJOTA - CAN��O PRO TEMPO;ROG�RIO SHAREID
E1700584800000;FIDDLESTICKS;VEIT HELMER
E1800155700000;IZA PART. RINCON SAPI�NCIA - GINGA;FELIPE SASSI
E1800158900000;STORM SURFERS 2  � NEW ZEALAND;CHRIS NELIUS
E1800163500000;REKVIJEM ZA GOSPODJU J.;BOJAN VULETIC
E1800020000000;IMAGINASAMBA - POR MAIS CEM ANOS;DIG-JAM
E1800051300000;SECONDHAND LIONS;TIM MCCANLIES
E1800068500000;YELLOW DAY;CARL LAUTEN
E1800146200000;VAN MORRISON - IN CONCERT LIVE AT THE BBC RADIO THEATRE, LONDON 2016;JANET FRASER CROOKE
E1800184100000;ZOMBIES;PAUL HOEN
E1800040800000;SNATCH;GUY RITCHIE
E1800050800000;NANCY DREW;ANDREW FLEMING
E1800051700000;PIXAR SHORT FILMS COLLECTION;ALVY RAY SMITH
E1700595500000;THE ONES BELOW;DAVID FARR
E1800071000000;WARREN MILLER'S PLAYGROUND;MAX BERVY
E1800158200000;ROBOTIA;NICOLAS COUVIN
E1600298300000;VERSAILLES;CHRISTIAN LANGLOIS
E1800054700000;NEVER BACK DOWN: NO SURRENDER;MICHAEL JAI WHITE
E1800156100000;MANU GAVASSI - ME BEIJA;OS PRIMOS
E1800158100000;SOLANGE ALMEIDA - SINCERAMENTE;MESS SANTOS
E1800179600000;ROCK�N ROLL GUNS FOR HIRE � THE STORY OF SIDEMEN;FRANCIS WHATELY
E1800184200000;THE SPICE GIRLS � VIVA FOREVER;SUZANNAH WANDER
E1700540000000;BUREO;MAXIMILIAN HAIDBAUER
E1800318500000;TRUE  TO THE HEART;MITCHEL KASE
E1800347300000;THE LEGACY OF ALEXANDER MCQUEEN;LO�C PRIGENT
E1800391400000;JULIA MICHAELS FEAT.TRIPPIE REDD - JUMP;MAGNUS JONSSON
E1800400200000;MAHMUNDI - QUAL � A SUA?;HENRIQUE AQUALO
E1800304400000;MISHO & ROBIN;DENIS ALENTI
E1800293600000;BTS - FAKE LOVE;YOUNGSEOK CHOI
E1800305400000;THE BANNEN WAY;JESSE WARREN
E1800310200000;GERARD D�PARDIEU - LARGER THAN LIFE;RICHARD MELLOUL
E1800333700000;HOT LEAD AND COLD FEET;ROBERT BUTLER
E1800345200000;HALLOWEEN NIGHT 17 THE DARK HORROR SHOW SPOOKY BOX 2 LUCY- LIVE AT 10.31 TOYOSU PIT TOKYO;TOMOO ICHIMURA
E1800221800000;FALCONS, THE;BRAGI THOR HINRIKSSON
E1800243900000;L'APPARITION;XAVIER GIANNOLI
E1800304300000;MR. WOOF;BEN VERBONG
E1800305000000;MEGHAN TRAINOR - LET YOU BE RIGHT;MEGHAN TRAINOR
E1800297000000;PROJOTA - MAYDAY;RUI MENDES
E1800228700000;CLASS;LEWIS JOHN CARLINO
E1800312500000;BAFFIN ISLAND 2017;JEANNOEL ITZSTEIN
E1800340500000;CHARLIE PUTH - THE WAY I AM;COLIN TILLEY
E1800229700000;CHRONICLES OF NARNIA: THE LION, THE WITCH AND THE WARDROBE, THE;ANDREW ADAMSON
E1800354900000;NIGHTWISH: VEHICLE OF SPIRIT PART 1;VILLE LIPIAINEN
E1800277700000;ARCHITECTURES: THE SIZA SCHOOL;RICHARD COPANS
E1800363000000;BALLET BOLSHOI: LA SYLPHIDE;JOHAN KOBBORG
E1800202600000;CLAU PART. LUCCAS CARLOS - ME SENTIR;RAFAEL KENT
E1800208500000;MATHEUS & KAUAN - TE AMEI COM CLASSE;JOANA MAZZUCCHELLI
E1800198300000;SABRINA CARPENTER FEAT. JONAS BLUE - ALIEN;CARLY CUSSEN
E1800355400000;VIDA NUEVA, LA;SANTIAGO PALAVECINO
E1800355500000;ANDRE RIEU - LOVE IN VENICE;MICHEL FIZZANO
E1800207300000;IN GORA;PHILIPPE WOODTLI
E1800225700000;TYPE HUNTERS:BERLIN;THOMAS SIPP
E1800377100000;DANS LA BRUME AKA JUST A BREATH AWAY;DANIEL ROBY
E1800225300000;TYPE HUNTERS: MONTREAL;THOMAS SIPP
E1800368900000;HALSEY FEAT. LAUREN JAUREGUI - STRANGERS;HALSEY
E1800369600000;P!NK - SECRETS;P!NK
E1800392600000;THE RITUAL;DAVID BRUCKNER
E1800211000000;THE DEATH OF STALIN;ARMANDO IANNUCCI
E1800244700000;GORGEOUS;VINCENT KOK
E1800253200000;THE PREDATOR;SHANE BLACK
E1800375100000;CR�A CUERVOS;CARLOS SAURA
E1800376400000;MARILYN MONROE: AUCTION OF A LIFETIME;PATRICK REAMS
E1800214800000;THE MEG;JON TURTELTAUB
E1800390500000;ALESSIA CARA - GROWING PAINS;ALAN MASFERRER
E1800391700000;LELE PONS - CELOSO;RUDY MANCUSO
E1800392000000;ROBIN SCHULZ & PISO 21 - OH CHILD;LIZA MORBERG
E1800396900000;BLACKKKLANSMAN;SPIKE LEE
E1800191600000;ERIN BROCKOVICH;STEVEN SODERBERGH
E1800236400000;INSTANTS OF CINEMA: PATRICK ZACHMANN � LIGNES DE VIE;SOPHIE BASSALER
E1800381800000;DIE PFEFFERK�RNER UND DER FLUCH DES SCHWARZEN K�NIGS;CHRISTIAN THEEDE
E1800407400000;STAR TREK DISCOVERY;ALEX KURTZMAN
E1800403400000;THE SMASHING PUMPKINS;MILTON LAGE
E1800238700000;CHRISTINA AGUILERA FEAT. DEMI LOVATO - FALL IN LINE;LUKE GILFORD
E1800403600000;TRASH;CHRISTIAN DUURVOORT
E1800218800000;RAW;MARK BRIGHTWELL
E1800218500000;FREE JAZZ VEIN;TIN OJEDA
E1800241100000;MAHMUNDI - TEMPO PRA AMAR;HENRIQUE ALQUALO
E1800232000000;WITNESS (1985);PETER WEIR
E1800267200000;FRIENDS: GIRLS ON A MISSION;STEPHEN MURRAY
E1800279300000;EXPEDITION CHINA;BEN WALLIS
E1800278400000;FAT CAMP;JENNIFER ARNOLD
E1800280000000;LOIN DES HOMMES;DAVID OELHOFFEN
E1800404200000;HIGHER POWER;MATTHEW SANTORO
E1800231200000;SAW 3;DARREN LYNN BOUSMAN
E1800415600000;KAREN KINGSBURY'S THE BRIDGE1;MIKE ROHL
E1800428600000;THE BROKEN STAR;LESLEY SELANDER
E1800433400000;AQUAMAN;JAMES WAN
E1800282100000;THE COUNTRY BEARS;PETER HASTINGS
E1800204400000;PABLLO VITTAR - INDESTRUT�VEL;BRUNO ILOGTI
E1800202900000;ANNY PETTI - JOGO PROIBIDO;MESS SANTOS
E1800279100000;DOUG'S 1ST MOVIE;MAURICE JOYCE
E1800279900000;HANNI & NANNI: MEHR ALS BESTE FREUNDE;ISABELL SUBA
E1800279600000;I WALK ALONE;BYRON HASKIN
E1800282600000;AN INCONVENIENT TRUTH;DAVIS GUGGENHEIM
E1800282700000;WHEN THE BOUGH BREAKS;JON CASSAR
E1800432100000;MAN HUNT;FRITZ LANG
E1800251900000;BOHEMIAN RHAPSODY;BRYAN SINGER
E1800455600000;BRADDOCK: MISSING IN ACTION III;AARON NORRIS
E1800240200000;JANELLE MONAE - PYNK;EMMA WESTENBERG
E1800240800000;LIAM PAYNE FEAT. J BALVIN - FAMILIAR;MARC KLASFELD
E1800240900000;LIL PUMP - ESSKEETIT;BEN GRIFFIN
E1800242600000;ZAK ABEL - LOVE SONG;IVANA BOBIC
E1800276500000;THE BIG TAKE;JUSTIN DALY
E1800298900000;I REMEMBER YOU;�SKAR TH�R AXELSSON
E1800415900000;HAZ & GAZ NZ;RYAN MATTICK
E1800443500000;JEFF BECK: LIVE AT THE HOLLYWOOD BOWL;JIM YUKICH
E1800195800000;DREW BEZANSON - THE LEARNING CURVE;JEREMIE BOUCHARD
E1800260800000;INSTANTS OF CINEMA: ABBAS � LE PASS�;SOPHIE BASSALER
E1800280300000;NELL;MICHAEL APTED
E1800444100000;MATHILDE;ALEKSEY UCHITEL
E1800244400000;FRANKIE DRAKE MYSTERIES;LESLIE HOPE
E1800431600000;PAPATINHO PART. LUDMILLA E MAEJOR - MEU BAILE;RONALDO LAND
E1800433300000;ANA CLARA E ATITUDE 67 - P�GINA MARCADA;RODRIGO GIANNETTO
E1800298400000;EXTREME CAKE MAKERS;DARREN GREEN
E1800329500000;THOMAS & FRIENDS: BIG WORLD! BIG ADVENTURES! THE MOVIE;DAVID STOTEN
E1800278700000;BREAK UP, THE;PEYTON REED
E1800280500000;NEVER DIE YOUNG;POL CRUCHTEN
E1800334400000;MERMAID'S TALE, A;DUSTIN RIKERT
E1800334000000;HOUSE WITH A CLOCK IN ITS WALLS;ELI ROTH
E1800332900000;BUCCANEER, THE;CECIL B. DEMILLE
E1800333500000;A VOZ DO MEU SAMBA - AO VIVO;FELIPE (DO MUMU)
E1800343300000;PLACE PUBLIQUE;AGN�S JAOUI
E1800340900000;ARIANA GRANDE FEAT. NICKI MINAJ - THE LIGHT IS COMING;DAVE MEYERS
E1800344500000;CAPITAL INICIAL - N�O ME OLHE ASSIM;J. BRIVILATI
E1800342400000;TI�STO & DZEKO FEAT. PREME & POST MALONE - JACKIE CHAN;JAY MARTIN
E1800344100000;RITA ORA FEAT. CARD B, BEBE REXHA & CHARLI XCX - GIRLS;HELMI
E1800344600000;YASMIN SANTOS - SAUDADE N�VEL HARD;TS MUSIC
E1800281100000;ILUZIJA;SVETOZAR RISTOVSKI
E1800293100000;FIRST IMPRESSIONS;MARSHALL DAVIS
E1800350900000;THE CHURCH OF THE OPEN SKY;NATHAN OLDFIELD
E1800210100000;WAKING DREAM;ALEX BLAISE
E1800203700000;BRUNO & BARRETTO - RESPEITA;DOUGLAS AGUILAR
E1800360300000;LEADERS WITH LACQUA;SARAH RAPPAPORT
E1800372400000;MIRANDA - EU N�O;URIEL CALOMENI
E1800371500000;VINTAGE CULTURE & ADAM K - POUR OVER;LIPP SANT'ANGELO
E1800376200000;THE ROLLING STONES: ROCK ROYALTY;MATT SALMON
E1800214600000;TIC TAC CLICK CLOCK;LORENZO MESAS CASTELLS
E1800378600000;NI�AS ARA�A;GUILLERMO HELO
E1800305600000;THE HAPPYTIME MURDERS;BRIAN HENSON
E1800390800000;TWENTY ONE PILOTS - JUMPSUIT;ANDREW DONOHO
E1800402000000;MAR ABERTO  - LOGO AGORA;RAPHAEL MONTAGNER
E1800411100000;SPIKE MOVIE 1;MICHA�L JOURNOLLEAU, DAVID ALAUX, ERIC TOSTI
E1800401600000;LUIS AND THE ALIENS;CHRISTOPH LAUENSTEIN
E1800407300000;WHY SLAVERY?;BERNADETT TUZA-RITTER
E1800407300000;WHY SLAVERY?;PANKAJ RAJINDER JOHAR
E1800407300000;WHY SLAVERY?;ROGER ROSS WILLIAMS
E1800406500000;GAZOON;CHRISTELE JOLENS
E1800208200000;MATHEUS & KAUAN - O NOSSO SANTO BATEU (INTENSAMENTE HOJE!);JOANA MAZZUCCHELLI
E1800196500000;ZAYN - LET ME;JOS� PADILHA
E1800221700000;AVENGERS GRIMM: TIME WARS;MAXIMILIAN ELFELDT
E1800220400000;MYTHICA: THE GODSLAYER;JOHN LYDE
E1800231700000;WHITE FANG;RANDAL KLEISER
E1800357900000;BLOOMBERG REAL YIELD;TIM ANDREACCI
E1800425600000;JUANES - PA DENTRO;LIONEL HIRLE
E1800199200000;J BALVIN - AMBIENTE;DANIEL DURAN
E1800204000000;LATINO PART. MC G15 - NOVINHA EXPERIENTE;CAIO CANINE
E1800223800000;DOVLATOV;ALEXEY GERMAN JR.
E1800229000000;CONAN THE DESTROYER;RICHARD FLEISCHER
E1800427700000;WEEK END;JEAN-LUC GODARD
E1800428300000;CAMINO DE CAMPA�A;NICOL�S GROSSO
E1800275900000;BARBIE DREAMTOPIA 1;ERAN LAZAR
E1800234400000;FOUR OUT OF FIVE -ARCTIC MONKEYS;AARON BROWN
E1800276700000;LBJ;ROB REINER
E1800415000000;COLETTE;WASH WESTMORELAND
E1800415400000;F�ILTE;MATHIEU JONNEAUX
E1800429600000;SINCERELY SUBURBIA;KAI NEVILLE
E1800299100000;HOLLOW MAN;PAUL VERHOEVEN
E1800447100000;SLAVERY ROUTES;JUAN G�LAS
E1800437600000;GLIDE;NOVITA SINGH
E1800295400000;DILSINHO PART. MAR�LIA MENDON�A - 12 HORAS;GUILHERME ZATTAR
E1800295600000;DUGHETTU, PRETINHO DA SERRINHA, RAMONZIN PART. MAL�A E QX� - IMP�VIDO;RAPHAEL MEDEIROS
E1800433700000;BECKY G FEAT. NATTI NATASHA - SIN PIJAMA;BECKY G
